CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs);NB DE RELATIONS NS;Relations Flous;DOI Distincts;Définition;Outils;Autres outils utilisés pour ces variables
Intrapersonal factor related to DEAB;Perception of health and well-being;Health perception;Perception of health evaluation;;;;;;;;;;"""Refers to feelings of physical health and/or the freedom from physical illness"" (Cash, 2000)";;
Intrapersonal factor related to DEAB;Perception of health and well-being;Health perception;Physical self concept of Health;;;Physical health;;;;;;;"""Refers to not getting sick often, getting well quickly when you are sick ""(Marsh and Herbert, 1996)";;
Intrapersonal factor related to DEAB;Perception of health and well-being;Health perception;Psychosocial health;;;;;;;;;;Refers to an individual’s overall psychological and social well-being, encompassing emotional functioning, social interactions, and the ability to cope with daily demands and environmental challenges (Armento et al., 2025);;
Intrapersonal factor related to DEAB;Perception of health and well-being;Health perception;Health-related quality of life;;;;;;;;;;Refers to an individual’s perceived physical, psychological, and social well-being, as influenced by their health status and its impact on daily functioning (Armento et al., 2025);;
Intrapersonal factor related to DEAB;Perception of health and well-being;Well-being;;;;;;2;2;2;x;1;"""Refers to living a complete human life through seeking the realization of valued human potentials"" (Ryan & Deci, 2001)";WHO-5 Well-Being Index;
Intrapersonal factor related to DEAB;Perception of health and well-being;Well-being;Physical well-being;;;;;;;;;;"""Defined as the state of being well-nourished and maintaining adequate levels of activity and exercise, which contribute to endurance, fitness and overall productivity"" (European Neuropsychopharmacology, 2020)";;
Intrapersonal factor related to DEAB;Perception of health and well-being;Well-being;Psychological well-being;;;;;;;;;;"""Defined as the subjective experience of positively valenced feelings or cognitive appraisals including lower activation affects such as calm or satisfied, as well as higher activation affects such as excited or thrilled"" (Hernandez et al., 2017)";;
Intrapersonal factor related to DEAB;Perception of health and well-being;Mental health;;;;;;;;;;;Refers to psychological problems, such as poor self-esteem, stress, and sleep loss (Habibi Asgarabad et al., 2023);;
Intrapersonal factor related to DEAB;Perception of health and well-being;Mental health;Social dysfunction;;;;;;;;;;Reflects impairments in an individual’s ability to carry out normal daily activities and roles, such as managing responsibilities, making decisions, and coping with routine demands (Graetz, 1991);;
Intrapersonal factor related to DEAB;Perception of health and well-being;Mental health;Psychotic disorders;;;;;;;;;;Characterised by symptoms such as hallucinations or delusions (Curry et al., 2019);;
Intrapersonal factor related to DEAB;Perception of health and well-being;Mental health;Attention deficit hyperactivity disorders;;;;;;;;;;Refers to a neurodevelopmental disorder characterized by persistent patterns of inattention, hyperactivity, and impulsivity that interfere with daily functioning or development (Han et al., 2019);;
Intrapersonal factor related to DEAB;Personality;;;;;;;;;;;;"""The enduring configuration of characteristics and behavior that comprises an individual’s unique adjustment to life, including major traits, interests, drives, values, self-concept, abilities, and emotional patterns"" (American Psychological Association)";;
Intrapersonal factor related to DEAB;Personality;Athlete identity;;;;;;5;2;19;x;9;"""Degree to which an individual identified herself as an athlete and derived her self-worth from athletic achievement"" (Hinton, 2005)";ATHLETE questionnaire;Single item asking participants if they considered themselves to be an athletes
Intrapersonal factor related to DEAB;Personality;Athlete identity;Exclusivity;;;;;;;2;;1;"""Described as the extent to which involvement is exclusive of involvement in other roles"" (Brewer et al., 2022)";Athletic Identity Measurement Scale (AIMS);
Intrapersonal factor related to DEAB;Personality;Athlete identity;Exercise identity;;;;;5;;4;;3;"""Refers as the extent to which exercise contributes to an individual's role-identity"" (Gorrell et al., 2018)";Exercise Identity Scale (EIS);
Intrapersonal factor related to DEAB;Personality;Athlete identity;Injury tolerance;;;;;1;;;;1;"""Refersn to the persistence of an athlete to play through injury even if the effects are potentially harmful to the body"" (Lantz et al., 2004)";Body Alienation Scale (BAS);
Intrapersonal factor related to DEAB;Personality;Athlete identity;Negative affectivity identity;;;;;2;;;;1;"""Degree to which an individual experiences negative emotions from unwanted sporting outcomes"" (Mitchell et al., 2021)";Athletic Identity Measurement Scale (AIMS);
Intrapersonal factor related to DEAB;Personality;Athlete identity;Self-identity;;;;;2;;;;1;Reflects the degree to which individuals define themselves through particular athlete role or attributes (Mitchell et al., 2021).;Athletic Identity Measurement Scale (AIMS);
Intrapersonal factor related to DEAB;Personality;Athlete identity;Social identity;;;;;;;2;;1;"""Degree to which an individual views themself as occupying the role of an athlete"" (Mitchell et al., 2021)";Athletic Identity Measurement Scale (AIMS);
Intrapersonal factor related to DEAB;Personality;Confidence and trust;;;;;;;;;;;Describes the expectation that another agent will behave in a beneficial way, along with the relational dynamics and underlying mechanisms that support the formation and maintenance of this belief (Cofta, 2007).;;
Intrapersonal factor related to DEAB;Personality;Confidence and trust;Sport confidence;;;;;;2;3;;1;"""The belief or degree of certainty individuals process about their ability to be successful in sport"" (Vealey, 1986)";Carolina Sport Confidence Inventory  (CSCI);
Intrapersonal factor related to DEAB;Personality;Confidence and trust;Sport specific self-confidence;;;;;;;4;;1;Comprises a dispositional component (trait), reflecting a stable belief in one’s ability to succeed, and a situational component (state), reflecting momentary confidence in a specific context (Vealey, 1986).;Trait Sport Confidence Inventory;
Intrapersonal factor related to DEAB;Personality;Confidence and trust;Team trust;;;;;;;1;;1;"""Reluctance to form close relationships with teammates because of competition for roster positions, playing time, scholarships, and attention of coach"" (Hinton et al., 2005)";ATHLETE questionnaire;
Intrapersonal factor related to DEAB;Personality;Confidence and trust;Loss of confidence;;;;;;;;;;"""The belief or degree of certainty individuals process about their lost of ability to be successful in sport"" (Vealey, 1986)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;;;;;;11;;5;;9;"""The tendency to demand of others or of oneself an extremely high or even flawless level of performance, in excess of what is required by the situation."" (American Psychological Association)";Eating Disorder Inventory (EDI);Children Eating Disorder Examination Questionnaire (ChEDE-Q)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;;;;;;;2;;1;"""Involves the setting of high goals and personal standards and striving for the rewards associated with achievement while retaining the ability to be satisfied with one's performance"" (Enns et al., 2002)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Conscientious perfectionism;;;;;;2;;1;"""Characterized by high levels of organisation, planfulness, high standards for others and striving for excellence"" (Goodwin et al., 2014)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Organization;;;;;;2;;1;"""Defined as a person's overemphasis on precision and order"" (Gotwals & Dunn, 2009)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;;;;;3;;1;;2;"""Characterized by the setiing of inflexible and/or unattainably high standards, the inability to take pleasure in one's performance and uncertainty or anxiety about one's capabilities"" (Enns et al., 2002)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Concern over mistakes;;Concern over mistakes and doubts about actions;;3;;1;;2;"""Negative reactions to mistakes, a tendency to interpret mistakes as equivalent to failure, and a tendency to believe that one will lose the respect of others following failure"" (Frost et al., 1990)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Doubts about actions;;;;3;;1;;2;"""Doubting over whether mistakes have been made""(Frost et al., 1990)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Evaluative concerns;;;;3;;1;;2;"""Characterized by the rigid setting of unrealistically high standards and by doubts about one's performance, concerns over making mistakes, and harsh self-scrutiny"" (Frost et al., 1990)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Negative perfectionism;;;;3;;1;;2;"""Defined as the motivation to achieve a certain goal in order to avoid adverse consequences"" (Haase et al., 2002)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Negative reactions to imperfection;;;;3;;1;;2;"Refers to the tendency to experience strong negative emotions, such as guilt, shame, or self-criticism, when one fails to reach perfection, reflecting the maladaptive facet of perfectionism (Stoeber & Otto, 2006; Stoeber et al., 2007)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Negative reactions to non-perfect performance during training;;;;3;;1;;2;Refers to athletes’ tendency to experience strong negative emotions, such as frustration, guilt, or self-criticism, when they fail to achieve perfect performance in training (Stoeber et al., 2007);Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Performance perfectionism;;;;3;;1;;2;Refers to feelings about performance in sport (Wadas et al., 2014);Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Self-critical perfectionism;;;;3;;1;;2;"""Involves constant and harsh self-scrutiny, overly critical evaluations of one's own behavior, an inability to derive satisfaction from successful performance, and chronic concerns about others criticism and expectations""(Dunkley et al., 2003)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Maladaptive perfectionism;Self-evaluative perfectionism;;;;3;;1;;2;"""Consists of perceived parental pressure, rumination, need for approval and concern over mistakes"" (Goodwin et al., 2014)";Frost Multidimensional Perfectionism Scale (MPS);Positive and Negative Perfectionism Scale (PANPS)
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Perfectionism self-oriented;;Self oriented perfectionism;;;;2;;1;Comprises beliefs that striving for perfection and being perfect are important and is characterized by setting excessively high standards and having a perfectionist motivation for oneself (Hewitt & Flett, 2004);;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Perfectionist aspirations during training;;;;;;2;;1;Refers to an athlete’s personal striving for flawless performance during training sessions, reflecting enduring high standards and a continuous effort to be as perfect as possible (Stoeber et al., 2007);;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Personal standards;;;;;;2;;1;"""Conceptualized as the setting of very high standards and the excessive importance placed on these high standards for self-evaluation"" (Frost et al., 1990)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Positive perfectionism;;;;;;2;;1;"""Defined as the motivation to achieve a certain goal in order to obtain a favourable outcome"" (Haase et al., 2002)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Striving;;;;;;2;;1;"The setting of ""extremely high personal standards for oneself"" (Frost et al., 1990)";;
Intrapersonal factor related to DEAB;Personality;Perfectionism;Adaptive perfectionism;Striving for perfection;;;;;;2;;1;"Refers to the individual’s tendency to set and pursue exceptionally high personal standards and to aim for flawless performance (Stoeber et al., 2007; Stoeber & Otto, 2006)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;;;;;;;;;;;"""A relatively stable, consistent, and enduring internal characteristic that is inferred from a pattern of behaviors, attitudes, feelings, and habits in the individual"" (American Psychological Association dictionary)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Adaptive personality traits for the DEAB studies available to date;;;;;;;;;;Refers to relatively stable individual characteristics that facilitate effective adjustment, well-being, and optimal functioning across situations (McCrae & Costa, 1999);;
Intrapersonal factor related to DEAB;Personality;Personality traits;Adaptive personality traits for the DEAB studies available to date;Agreeableness;;;;;;;;;"Refers to relatively stable individual characteristics such as ""Being sof-hearted and trusting"" (Thorrisen & Sadeghi, 2023)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Adaptive personality traits for the DEAB studies available to date;Conscientiousness;;;;;;;;;"Refers to relatively stable individual characteristics such as ""Being organized and reliable"" (Thorrisen & Sadeghi, 2023)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Adaptive personality traits for the DEAB studies available to date;Emotional stability;;;;;;;;;"Refers to relatively stable individual characteristics such as ""Being calm and relaxed"" (Thorrisen & Sadeghi, 2023)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Adaptive personality traits for the DEAB studies available to date;Openness;;;;;;;;;"Refers to relatively stable individual characteristics such as ""Being curious and creative"" (Thorrisen & Sadeghi, 2023)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;;;;;;;;;;"Refers to enduring dispositions that contribute to poor self-regulation, heightened psychological distress, and an increased risk of dysfunctional eating attitudes and behaviors (DEAB), such as rigid perfectionism, impulsivity, or negative affectivity (Fairburn et al., 2003; Stice, 2002).";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Authority;;;;;;;;;"""A personality pattern characterized by strict adherence to highly simplified conventional values, an attitude of great deference to authority figures while demanding subservience from those regarded as lower in status, and hostility toward people who deviate from conventional moral prescriptions"" (American Psychological Association dictionary)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Entitlement;;;;;;;;;"""Unreasonable claims to special consideration, especially as a disturbance of self-concept in narcissistic personality disorder"" (American Psychological Association)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Exhibitionism;;;;;;;;;"""Disposition or tendency to draw attention to oneself, particularly through conspicuous bheavior"" (American Psychological Association)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Exploitativeness;;;;;;;;;"""Unfairly or cynically using another person or group for profit or advantage"" (Encyclopédia of Personality and Individual Differences)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Extroversion;;;;;;;;;Refers to a personality trait characterized by an outward orientation toward social interaction and external stimulation, ranging on a continuum from introversion to extraversion, and associated with sociability and expressiveness (American Psychological Association).;;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Interpersonal sensitivity;;;;;;;;;Refers to the tendency towards feeling inferior, uncomfortable and critical during interpersonal interaction (Lipman et al., 1979);;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Narcissism;;;;;;;;;"""Self admiration that is characterized by tendencies toward grandiose ideas, fantasied talents, exhibitionism, and defensiveness in response to criticisicm; interpersonal relationships are characterized by feelings of entitlement, exploitativeness, and a lack of empathy"" (Raskin and Terry, 1988)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Obsessive compulsive;;;;;;;;;"""Reflect symptoms that are closely identified with the clinical syndrome of this name. This dimension focuses on thoughts, impulses and actions that are experienced as unremitting and irresistble by the individual but are of an ego-alien of unwanted nature"" (Derogatis, 1974)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Psychological inflexibility;;;;;;;;;"""Defined as the rigid responding to stimuli (e.g., unpleasant thoughts and feelings) that interferes with well-being and valued actions"" (Hayes et al., 2011)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Psychoticism;;;;;;;;;"""Characterized by agression, impulsivity, aloofness, and antisocial behavior, indicating a sucseptibility to psychosis and psychopathic disorders"" (American Psychological Association)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Self-sufficiency;;;;;;;;;"""Ability of individuals to achieve a certain optimal level of functioning in specific areas of life"" (Van Den Toren et al., 2020)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Superiority;;;;;;;;;"""Refers to the belief that one is better, more talented, or more capable than others, representing a facet of grandiose narcissism.” (Raskin & Terry, 1988)";;
Intrapersonal factor related to DEAB;Personality;Personality traits;Maladaptive personality traits for the DEAB studies available to date;Impulsiveness;;;;;;;;;Refers to a personality trait characterized by a tendency to act quickly without sufficient thought, planning, or consideration of consequences (Tsatali et al., 2021);;
Intrapersonal factor related to DEAB;Psychopathological symptoms;;;;;;;;;;;;"""Indicators of mental disorders, ranging from mild anxiety to severe psychosis, and require continuous monitoring during treatment to assess intervention effectiveness"" (American Psychiatric Association, 2013)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Addictiveness;;;;;;;;;;;"A personality trait characterized by a predisposition to develop dependence on substances or behaviors, often linked to impulsivity and reward-seeking tendencies (Grant et al., 2006; Koob & Volkow, 2010).";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Depression;;;;;;;;;;;"""Reflects a broad range of the concomitants of a clinical depressive syndrome. Symptoms of dysphorie mood and affect are represented as are signs of withdrawal of life interest, lack of motivation, and loss of vital energy"" (Derogatis et al., 1974)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Depression;Depressed/sad;;;;;;;;;;Measure the level of depression and sadness (Petrie et al., 2007);;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Depression;Depression Anxiety and Stress;;;Anxiety and depression;;;;;;;Refers to three negative emotional states : depression, anxiety and stress (Cerea et al., 2018);;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Depression;Depressive symptoms;;;;;;;;;;Refers to symptoms like sadness, hopelessness, or loss of interest (Derogatis, 2000);;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;;;;;;;;;;;"""Preoccupation with maintaining a rigid schedule of intense exercise and feelings of guilt when training does not occur"" (Thomas et al., 2014)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence continuance;;;;;;;;;;"""Exercise is continued despite knowledge of having a persistent or reccurent physical of psychological problem that is likely to have been caused or exacerbated by the exercise (e.g., continued running despite injury)"" (Hausenblas et Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence intention effect;;;;;;;;;;"""Exercise is often taken in larger amounts or over a longer period than was intended"" (Hausenblas & Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence lack of control;;;;;;;;;;"""A persistent desire or unsuccessful effort to cut down or control exercise"" (Hausenblas & Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence reduction in other activities;;;;;;;;;;"""Social, occupational, or recreational activities are given up or reduced because of exercise"" (Hausenblas & Symons Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence time;;;;;;;;;;"""A great deal of time is spent in activities necessary to obtain exercise (e.g., physical activity vacations)"" (Hausenblas & Symons Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence tolerance;;;;;;;;;;"""Defined as either a need for increased amounts of exercise to achieve the desired effect or a diminished effect occurs with continued use of the same amount of exercise"" (Hausenblas & Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence withdrawal;;;;;;;;;;"""Manifested by either the characteristic withdrawal symptoms for exercise (e.g., anxiety, fatigue) or the same (or closely related) amount of exercise is taken to relieve or avoid withdrawal symptoms"" (Hausenblas & Symos Downs, 2002)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Paranoid ideation;;;;;;;;;;;"""Suspiciousness, mistrust, or belief that others have harmful intentions"" (Derogatis, 2000)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Problems with concentration;;;;;;;;;;;"""Refers to the perception of the level of fatigue and level of concentration when studying subjectively"" (Checa Olmos et al., 2023)";;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Psychological symptoms;;;;;;;;;;;"""Any deviation from normal functioning that is considered indicative of mental pathology"" (American Psychological Association, Dictionary)";;
Intrapersonal factor related to DEAB;Self-efficacy;;;;;;;;2;;;1;"""An individual’s subjective perception of their capability to perform in a given setting or to attain desired results, proposed by Albert Bandura as a primary determinant of emotional and motivational states and behavioral change. Also called perceived self-efficacy"" (American Psychological Association dictionary)";The General Self-Efficacy Scale;
Intrapersonal factor related to DEAB;Self-efficacy;Perceived behavioral control related to gain muscle mass;;;;;;7;;;;2;Refers to the perception of behavioral control in relation to the desire of gaining muscle mass (Chaba et al., 2021);Five items related to perceived behavioral control related to gaining muscle mass were used;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;;;;;;;;;;;Learned abilities used to regulate thoughts, feelings, and behaviors in order to enhance performance and well-being (Weinberg & Daniel Gould, 2019);;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Concentration;;;;;;;;;;Ability to maintain attentional focus on task-relevant cues during both practice and competition, while resisting distraction and effectively adapting to adverse or unexpected situations (Bourgeois et al., 2003);;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Confidence/achievement motivation;;;;;;;;;;Displays confidence and positive motivation, consistently investing full effort in both practice and competition, and demonstrating a strong commitment to skill improvement (Bourgeois et al., 2003);;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Goal setting and mental preparation;;;;;;;;;;"Assesses whether an athlete ""sets and works toward specific performance goals, plans and mentally prepares for games, and clearly has a game plan for performing well"" (Bourgeois et al., 2003)";;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Peaking under pressure;;;;;;;;;;"""Is challenged rather than threatened by pressure situations and perfoms well under pressure, a ""clutch"" performer""(Bourgeois et al., 2003)";;
Other behaviors;;;;;;;;;;;;;;;
Other behaviors;Alcohol use;;;;;;;3;;5;;3;"The consumption of alcoholic beverages, which can range from occasional use to dependency and alcohol use disorder, defined by compulsive drinking despite adverse consequences (American Psychiatric Association, 2013; Volkow et al., 2016).";Alcohol Use Disorders Identification Test (AUDIT);Alcohol Use Disorders Identification Test of Consumption (AUDIT-C)
Other behaviors;Avoidance behaviors;;;;;;;;;;;;"""Any act or series of actions that enables an individual to avoid or anticipate unpleasant or painful situations, stimuli, or events, including conditioned aversive stimuli"" (American Psychological Association Dictionary)";;
Other behaviors;Avoidance behaviors;Avoidance and rule driven behaviors;;;;;;1;;;;1;"""Continuing to exercise despite injury or illness, making up for missed sessions, experiencing exercise withdrawal symptoms, and feeling extremely guilty when unable to exercise"" (Meyer et al., 2016)";Compulsive Exercise Test (CET);
Other behaviors;Avoidance behaviors;Fluids avoidance;;;;;;1;;1;;1;Refers to fluid manipulation-related behavior (i.e., when i want to lose my weight, i avoid drinking water or other fluids after exercise. When i want to lose my weight, i wear water proof clothes to foster sweat when exercising) (Jankauskiene & Pajaujiene, 2012);Fluid Manipulation Scale (FMS);
Other behaviors;Compulsive and behavioral addictions;;;;;;;;;;;;"Refers to repetitive behaviors that an individual feels compelled to perform, often to reduce tension or obtain pleasure, despite negative consequences for health, social life, or functioning. ""However, in more extreme form, ‘behavioral addiction’ connotes a form of reinforcement deriving from the performance of a particular behavior itself: in plain words, behavior performed for its own sake"" (Robbins & Clark, 2015)";;
Other behaviors;Compulsive and behavioral addictions;Bodybuilding dependence;;;;;;;;;;;"""Refers to an excessive self-investment in the activity of weight lifting along with a compulsive tendency to exercise with weights"" (Mayville et al., 2002)";;
Other behaviors;Compulsive and behavioral addictions;Compulsive buying;;;;Compulsive spending;;;;2;;1;"""Defined by a preoccupation with buying and shopping, by frequent buying episodes, or overpowering urges to buy that are experienced as irresistible and senseless"" (McElroy et al., 1994)";Compulsive Buying Scale (CBS);
Other behaviors;Compulsive and behavioral addictions;Food and alcohol disturbance-alcohol;;;;Alcohol abuse or dependence;;4;;1;;1;"""Characterized by the combination of problematic alcohol use and eating disorder symptoms to effset caloric intake associated with alcohol drinking and/or to enhance intoxication"" (Krahn et al., 2005).";Compensatory Eating and Behaviors in Response to Alcohol Consumption Scale (CEBRACS);
Other behaviors;Compulsive and behavioral addictions;Hypersexual behavior;;;;Sex addiction;;;;2;;1;"Reflect ""overall control of sexual thoughts, urges and behaviors, the consequences of hypersexual behaviors and the use of sex as a coping strategy"" (Reid, Garos & Carpenter, 2011).";Hypersexual Behavior Inventory (HBI);
Other behaviors;Compulsive and behavioral addictions;Pathological computer gaming;;;;Video game addiction;;1;;1;;1;"""Defined as excessive and compulsive use of computer of video games that causes social or emotional problems to the extent that game users cannot control their use of the game"" (Lemmens et al., 2009)";Pathological Computer Gaming Scale (PCG);
Other behaviors;Compulsive and behavioral addictions;Substance addiction;;;;;;;;;;;Refers to the presence of an addictive disorder related to substance use (Rodríguez-Monje et al., 2019);;
Other behaviors;Compulsive and behavioral addictions;Pathological gambling;;;;;;;;;;;Refers to the presence of an addictive disorder related to gambling use (Rodríguez-Monje et al., 2019);;
Other behaviors;Compulsive and behavioral addictions;Internet addiction;;;;;;;;;;;Refers to the presence of an addictive disorder related to internet use (Rodríguez-Monje et al., 2019);;
Other behaviors;Exercise and sport practice;;;;;;;;;;;;Refers to all behaviors, contexts, and modalities related to participation in physical or sports activities (Coakley, 2009);;
Other behaviors;Exercise and sport practice;Maladaptive training behaviors;Injury;;;;;;;;;;"""Symptoms of overtraining and beliefs associated with unsafe weight lifting behavior"" (Mayville et al., 2002)";;
Other behaviors;Exercise and sport practice;Maladaptive training behaviors;Training through pain;;;;;;;;;;"""Refers to conditioning the body beyond the psychological limits of pain tolerance"" (Lantz et al., 2004)";;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Exercise activity;;;;;;;;;;Refers to minutes per week practicing exercise activity (Wachten et al., 2024);;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Muscularity-oriented behaviors;;;;;;;;;;"""Represents behavior in whin men engage in order to become bigger and more muscular"" (Da Cunha et al., 2022)";;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Muscularity sport;;;;;;;;;;Self-evaluation of fat percentage and muscularity in context of sport (De Bruin et al., 2011);;
Other behaviors;Sleep;;;;;;;;;;;;Refers to all behaviors and issues related to sleep, including its quantity and quality (Buysse, 2014);;
Other behaviors;Sleep;Poor sleep;;;;;;;;;;;Refers to hours of sleep per day (Checa Olmos et al., 2023);;
Other behaviors;Violence;;;;;;;;;;;;"It is the intentional use of physical force, threats, or harmful behaviors directed at oneself, an individual, a group, or a community, which results in or has a high likelihood of resulting in trauma, psychological harm, developmental problems, or death. In the sports context, violence can take two specific forms: Self-directed violence: intentional behaviors by the athlete that directly endanger their physical, psychological, or emotional health and well-being. Interpersonal violence in sport: all forms of physical, emotional, or sexual abuse, neglect, or other exploitation that cause or have the potential to cause harm to the athlete’s health, survival, development, or dignity within a relationship of responsibility, trust, or power (Atkinson & Young, 2008 ; WHO, 2002, p.59)";;
Other behaviors;Violence;Psychological abuse;;;;;;1;;;;1;"""Encompassing behaviors such as yelling, swearing, belittling, public humiliation, and negative comments about one's body"" (Stirling & Kerr, 2008; Wilson & Kerr, 2022)";9 items adapted from Vertommen et al. And refined by AthletesCAN;
Other behaviors;Violence;Self-harm;;;;;;1;;;;1;"""Includes ideation or attempts of suicide and non-suicidal self injury"" (e.g., burning, cutting, scratching) (Wilson et al., 2025)";Three questions designed to gain an overall sense of athletes history with self-harm and suicidality;
Other behaviors;Violence;Sexual violence;;;;;;;;;;;;;
Other behaviors;Violence;Sexual harassment;;;;;;;;;;;;;
Other behaviors;Violence;Sexual abuse;;;;;;;;;;;;;
Other behaviors;Performance;;;;;;;;;;;;Refers to an athlete’s subjective evaluation of how well they are performing and how satisfied they are with their performance, assessed in both training and competition contexts (Fatt et al., 2025);;
Sociocultural factor related to DEAB;;;;;;;;;;;;;Environmental conditions that play a part in healthy and adaptive behavior and well-being or in maladaptive behavior and the etiology of mental disorder and social pathology (American Psychological Association dictionary);;
